quote,author,tags
"believe in your heartbelieve in your heart that you're meant to live a life full of passion, purpose, magic and miracles.","Roy T. Bennett,",[]
"that was the thing. you never got used to it, the idea of someone being gone. just when you think it's reconciled, accepted, someone points it out to you, and it just hits you all over again, that shocking.","Sarah Dessen,",[]
"both rowling and meyer, theyâ€™re speaking directly to young people. â€¦ the real difference is that jo rowling is a terrific writer and stephenie meyer canâ€™t write worth a darn. sheâ€™s not very good.",Stephen King,[]
"reading is escape, and the opposite of escape; it's a way to make contact with reality after a day of making things up, and it's a way of making contact with someone else's imagination after a day that's all too real.",Nora Ephron,[]
a man can no more diminish god's glory by refusing to worship him than a lunatic can put out the sun by scribbling the word 'darkness' on the walls of his cell.,"C.S. Lewis,",[]
never close your lips to those whom you have already opened your heart.,Charles Dickens,[]
"if you have two friends in your lifetime, you're lucky. if you have one good friend, you're more than lucky.",S.E. Hinton,[]
"one love, one heart, one destiny.",Robert Marley,[]
"stories may well be lies, but they are good lies that say true things, and which can sometimes pay the rent.",Neil Gaiman,[]
"if you gave someone your heart and they died, did they take it with them? did you spend the rest of forever with a hole inside you that couldn't be filled?","Jodi Picoult,",[]
"i was within and without, simultaneously enchanted and repelled by the inexhaustible variety of life.","Fitzgerald F. Scott,",[]
"the secret of health for both mind and body is not to mourn for the past, nor to worry about the future, but to live the present moment wisely and earnestly.","Bukkyo Dendo Kyokai,",[]
"dance, when you're broken open. dance, if you've torn the bandage off. dance in the middle of the fighting. dance in your blood. dance when you're perfectly free.",Rumi,[]
"if she's amazing, she won't be easy. if she's easy, she won't be amazing. if she's worth it, you wont give up. if you give up, you're not worthy. ... truth is, everybody is going to hurt you; you just gotta find the ones worth suffering for.","Bob Marley,",[]
"the greater the love, the greater the tragedy when it's over.","Nicholas Sparks,",[]
"it isn't possible to love and part. you will wish that it was. you can transmute love, ignore it, muddle it, but you can never pull it out of you. i know by experience that the poets are right: love is eternal.","E.M. Forster,",[]
"the darker the night, the brighter the stars,  the deeper the grief, the closer is god!","Fyodor Dostoevsky,",[]
i will not let anyone walk through my mind with their dirty feet.,mahatma gandhi,[]
"do you wish me a good morning, or mean that it is a good morning whether i want it or not; or that you feel good this morning; or that it is a morning to be good on?","J.R.R. Tolkien,",[]
"finally, from so little sleeping and so much reading, his brain dried up and he went completely out of his mind.","Miguel de Cervantes Saavedra,",[]
there are no faster or firmer friendships than those formed between people who love the same books.,"Irving Stone,",[]
don't take life too seriously. punch it in the face when it needs a good hit. laugh at it.,"Colleen Hoover,",[]
"what you do, the way you think, makes you beautiful.","Scott Westerfeld,",[]
"when someone is crying, of course, the noble thing to do is to comfort them. but if someone is trying to hide their tears, it may also be noble to pretend you do not notice them.","Lemony Snicket,",[]
"i, myself, am made entirely of flaws, stitched together with good intentions.",Augusten Burroughs,[]
"no amount of regretting can change the past, and no amount of worrying can change the future.","Roy T. Bennett,",[]
"the road goes ever on and ondown from the door where it began.now far ahead the road has gone,and i must follow, if i can,pursuing it with eager feet,until it joins some larger waywhere many paths and errands meet.and whither then? i cannot say","J.R.R. Tolkien,",[]
"the individual has always had to struggle to keep from being overwhelmed by the tribe. if you try it, you will be lonely often, and sometimes frightened. but no price is too high to pay for the privilege of owning yourself.",Friedrich Nietzsche,[]
"reality is that which, when you stop believing in it, doesn't go away.","Philip K. Dick,",[]
"when a man is denied the right to live the life he believes in, he has no choice but to become an outlaw.",Nelson Mandela,[]
we have to continually be jumping off cliffs and developing our wings on the way down.,"Kurt Vonnegut,",[]
"confront the dark parts of yourself, and work to banish them with illumination and forgiveness. your willingness to wrestle with your demons will cause your angels to sing.",August Wilson,[]
any fool can be happy. it takes a man with real heart to make beauty out of the stuff that makes us weep.,"Clive Barker,",[]
always do sober what you said you'd do drunk. that will teach you to keep your mouth shut.,Ernest Hemingway,[]
do your thing and don't care if they like it.,"Tina Fey,",[]
"acts of kindness:a random act of kindness, no matter how small, can make a tremendous impact on someone else's life.","Roy T. Bennett,",[]
"so be sure when you step, step with care and great tact. and remember that life's a great balancing act. and will you succeed? yes! you will, indeed! (98 and â¾ percent guaranteed) kid, you'll move mountains.","Dr. Seuss,",[]
"if i should ever die, god forbid, let this be my epitaph:the only proof he neededfor the existence of godwas music",kurt vonnegut,[]
why are women... so much more interesting to men than men are to women?,Virginia Woolf,[]
"i do things like get in a taxi and say, ""the library, and step on it.","David Foster Wallace,",[]
"and so with the sunshine and the great bursts of leaves growing on the trees, just as things grow in fast movies, i had that familiar conviction that life was beginning over again with the summer.","F. Scott Fitzgerald,",[]
a book must be the axe for the frozen sea within us.,Franz Kafka,[]
solitude is fine but you need someone to tell that solitude is fine.,HonorÃ© de Balzac,[]
"if you're lonely when you're alone, you're in bad company.",Jean-Paul Sartre,[]
"today a reader, tomorrow a leader.",Margaret Fuller,[]
"one cannot think well, love well, sleep well, if one has not dined well.","Virginia Woolf,",[]
"goodbye,"" said the fox. ""and now here is my secret, a very simple secret: it is only with the heart that one can see rightly; what is essential is invisible to the eye.",Antoine de Saint-ExupÃ©ry,[]
"but a mermaid has no tears, and therefore she suffers so much more.","Hans Christian Andersen,",[]
"is standing by the window muttering about blood something he does all the time?"" asked simon.""no,"" jace said. ""sometimes he sits on the couch and does it.","Cassandra Clare,",[]
it is a great thing to start life with a small number of really good books which are your very own.,Arthur Conan Doyle,[]
"it's not the face, but the expressions on it. it's not the voice, but what you say. it's not how you look in that body, but the thing you do with it. you are beautiful.","Stephenie Meyer,",[]
"follow your heart, listen to your inner voice, stop caring about what others think.","Roy T. Bennett,",[]
top 15 things money canâ€™t buytime. happiness. inner peace. integrity. love. character. manners. health. respect. morals. trust. patience. class. common sense. dignity.,"Roy T. Bennett,",[]
fighting for peace is like screwing for virginity.,George Carlin,[]
ø£ø­ùšø§ù†ù‹ø§ ùšø³ø§ø¹ø¯ù†ø§ ø§ù„ø¢ø®ø±ùˆù† ø¨ø£ù† ùšùƒùˆù†ùˆø§ ù�ù‰ ø­ùšø§øªù†ø§ ù�ø­ø³ø¨,Ø£Ø­Ù…Ø¯ Ø®Ø§Ù„Ø¯ ØªÙˆÙ�ÙŠÙ‚,[]
"life is about accepting the challenges along the way, choosing to keep moving forward, and savoring the journey.","Roy T. Bennett,",[]
have enough courage to trust love one more time and always one more time.,Maya Angelou,[]
i wantto do with you what spring does with the cherry trees.,"Pablo Neruda,",[]
you is kind. you is smart. you is important.,"Kathryn Stockett,",[]
"war must be, while we defend our lives against a destroyer who would devour all; but i do not love the bright sword for its sharpness, nor the arrow for its swiftness, nor the warrior for his glory. i love only that which they defend.","J.R.R. Tolkien,",[]
"sometimes it seems safer to hold it all in, where the only person who can judge is yourself.",Sarah Dessen,[]
"if you are irritated by every rub, how will your mirror be polished?",Rumi,[]
"every generation imagines itself to be more intelligent than the one that went before it, and wiser than the one that comes after it.",George Orwell,[]
"how wrong is it for a woman to expect the man to build the world she wants, rather than to create it herself?",Anais Nin,[]
"trees are poems the earth writes upon the sky, we fell them down and turn them into paper,that we may record our emptiness.",Kahlil Gibran,[]
for last year's words belong to last year's language and next year's words await another voice.,"T.S. Eliot,",[]
"after silence, that which comes nearest to expressing the inexpressible is music.","Aldous Huxley,",[]
"understanding is the first step to acceptance, and only with acceptance can there be recovery.","J.K. Rowling,",[]
"at some point, you just pull off the band-aid, and it hurts, but then it's over and you're relieved.","John Green,",[]
"and still, after all this time,the sun never says to the earth,""you owe me.""look what happens witha love like that,it lights the whole sky.",Hafiz,[]
"don't be satisfied with stories, how things have gone with others. unfold your own myth.","Rumi,",[]
"despite my ghoulish reputation, i really have the heart of a small boy. i keep it in a jar on my desk.",Robert Bloch,[]
you don't remember what happened. what you remember becomes what happened.,"John Green,",[]
"you're not to be so blind with patriotism that you can't face reality. wrong is wrong, no matter who does it or says it.","Malcolm X,",[]
"they say when you are missing someone that they are probably feeling the same, but i don't think it's possible for you to miss me as much as i'm missing you right now",Edna St. Vincent Millay,[]
the world was hers for the reading.,"Betty Smith,",[]
"love is not affectionate feeling, but a steady wish for the loved person's ultimate good as far as it can be obtained.",C.S. Lewis,[]
the first draft of anything is shit.,Ernest Hemingway,[]
as if you were on fire from within.the moon lives in the lining of your skin.,Pablo Neruda,[]
the measure of intelligence is the ability to change.,Albert Einstein,[]
"what makes the desert beautiful,' said the little prince, 'is that somewhere it hides a well...","Antoine de Saint-ExupÃ©ry,",[]
"when i was a boy of 14, my father was so ignorant i could hardly stand to have the old man around. but when i got to be 21, i was astonished at how much the old man had learned in seven years.",Mark Twain,[]
perhaps it's impossible to wear an identity without becoming what you pretend to be.,"Orson Scott Card,",[]
"oh well... i'd just been thinking, if you had died, you'd have been welcome to share my toilet.","J.K. Rowling,",[]
"it happens to everyone as they grow up. you find out who you are and what you want, and then you realize that people you've known forever don't see things the way you do. so you keep the wonderful memories, but find yourself moving on.",Nicholas Sparks,[]
"i'm quite illiterate, but i read a lot.","J.D. Salinger,",[]
"we waste time looking for the perfect lover, instead of creating the perfect love.",Tom Robbins,[]
time is a drug. too much of it kills you.,"Terry Pratchett,",[]
maybe everâ€™body in the whole damn world is scared of each other.,"John Steinbeck,",[]
"is 'fat' really the worst thing a human being can be? is 'fat' worse than 'vindictive', 'jealous', 'shallow', 'vain', 'boring' or 'cruel'? not to me.",J.K. Rowling,[]
"if a book about failures doesn't sell, is it a success?",Jerry Seinfeld,[]
imagine smiling after a slap in the face. then think of doing it twenty-four hours a day.,"Markus Zusak,",[]
"you were born with wings, why prefer to crawl through life?",Rumi,[]
wherever you go becomes a part of you somehow.,Anita Desai,[]
"the function of prayer is not to influence god, but rather to change the nature of the one who prays.",Soren Kierkegaard,[]
"when you do things from your soul, you feel a river moving in you, a joy.",Rumi,[]
how did it get so late so soon?,Dr. Seuss,[]
i can resist anything except temptation.,"Oscar Wilde,",[]
atticus told me to delete the adjectives and i'd have the facts.,"Harper Lee,",[]
life shrinks or expands in proportion to one's courage.,Anais Nin,[]
we can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.,Plato,[]
i would like to be the air that inhabits you for a moment only. i would like to be that unnoticed and that necessary.,Margaret Atwood,[]
even death has a heart.,"Markus Zusak,",[]
"one ought, every day at least, to hear a little song, read a good poem, see a fine picture, and, if it were possible, to speak a few reasonable words.","Johann Wolfgang von Goethe,",[]
you speak an infinite deal of nothing.,"William Shakespeare,",[]
all you have to do is write one true sentence. write the truest sentence that you know.,Ernest Hemingway,[]
"a cynic is a man who knows the price of everything, and the value of nothing.",Oscar Wilde,[]
"he does something to me, that boy. every time. itâ€™s his only detriment. he steps on my heart. he makes me cry.","Markus Zusak,",[]
gravitation is not responsible for people falling in love.,Albert Einstein,[]
"you know, when it works, love is pretty amazing. it's not overrated. there's a reason for all those songs.","Sarah Dessen,",[]
"to me, fearless is not the absense of fear. it's not being completely unafraid. to me, fearless is having fears. fearless is having doubts. lots of them. to me, fearless is living in spite of those things that scare you to death.",Taylor Swift,[]
but in the end one needs more courage to live than to kill himself.,Albert Camus,[]
"the moment you doubt whether you can fly, you cease for ever to be able to do it.","J. M. Barrie,",[]
say 'provoking' again. your mouth looks provocative when you do.,"Becca Fitzpatrick,",[]
"there are three types of lies -- lies, damn lies, and statistics.",Benjamin Disraeli,[]
"words are easy, like the wind; faithful friends are hard to find.","William Shakespeare,",[]
i dream. sometimes i think that's the only right thing to do.,"Haruki Murakami,",[]
"don't be afraid of death; be afraid of an unlived life. you don't have to live forever, you just have to live.","Natalie Babbitt,",[]
"the very least you can do in your life is figure out what you hope for. and the most you can do is live inside that hope. not admire it from a distance but live right in it, under its roof.","Barbara Kingsolver,",[]
"i could easily forgive his pride, if he had not mortified mine.","Jane Austen,",[]
"don't you think it's better to be extremely happy for a short while, even if you lose it, than to be just okay for your whole life?","Audrey Niffenegger,",[]
"someone i loved once gave me a box full of darkness. it took me years to understand that this too, was a gift.",Mary Oliver,[]
"you will do foolish things, but do them with enthusiasm.",Colette,[]
life appears to me too short to be spent in nursing animosity or registering wrongs.,"Charlotte Bronte,",[]
"don't part with your illusions. when they are gone you may still exist, but you have ceased to live.",Mark Twain,[]
you know what charm is: a way of getting the answer yes without having asked any clear question.,"Albert Camus,",[]
"you see things; you say, 'why?' but i dream things that never were; and i say 'why not?","George Bernard Shaw,",[]
"people say that life is the thing, but i prefer reading.",Logan Pearsall Smith,[]
â€žthough nobody can go back and make a new beginning... anyone can start over and make a new ending.,Chico Xavier,[]
"yeah, quirrell was a great teacher. there was just that minor drawback of him having lord voldemort sticking out of the back of his head!","J.K. Rowling,",[]
never be afraid to trust an unknown future to a known god.,Corrie ten Boom,[]
i love you like a fat kid loves cake!,Scott Adams,[]
"tonight i can write the saddest linesi loved her, and sometimes she loved me too.","Pablo Neruda,",[]
"there are darknesses in life and there are lights, and you are one of the lights, the light of all lights.","Bram Stoker,",[]
we should consider every day lost on which we have not danced at least once.,Friedrich Wilhelm Nietzsche,[]
an expert is a person who has made all the mistakes that can be made in a very narrow field.,Niels Bohr,[]
"i will have you without armor, kaz brekker. or i will not have you at all.","Leigh Bardugo,",[]
"you might be poor, your shoes might be broken, but your mind is a palace.","Frank McCourt,",[]
"it was not the feeling of completeness i so needed, but the feeling of not being empty.","Jonathan Safran Foer,",[]
"live in the present, remember the past, and fear not the future, for it doesn't exist and never shall. there is only now.","Christopher Paolini,",[]
it is not that i'm so smart. but i stay with the questions much longer.,Albert Einstein,[]
"i am a cage, in search of a bird.",Franz Kafka,[]
"and when her lips met mine, i knew that i could live to be a hundred and visit every country in the world, but nothing would ever compare to that single moment when i first kissed the girl of my dreams and knew that my love would last forever.","Nicholas Sparks,",[]
to say goodbye is to die a little.,"Raymond Chandler,",[]
"welcome to the wonderful world of jealousy, he thought. for the price of admission, you get a splitting headache, a nearly irresistable urge to commit murder, and an inferiority complex. yippee.","J.R. Ward,",[]
"whatever the cost of our libraries, the price is cheap compared to that of an ignorant nation.",Walter Cronkite,[]
"don't feel bad, i'm usually about to die.","Rick Riordan,",[]
i'm sure the universe is full of intelligent life. it's just been too intelligent to come here.,Arthur C. Clarke,[]
the best books... are those that tell you what you know already.,"George Orwell,",[]
"letting go means to come to the realization that some people are a part of your history, but not a part of your destiny.",Steve Maraboli,[]
there are years that ask questions and years that answer.,"Zora Neale Hurston,",[]
"when i discover who i am, iâ€™ll be free.","Ralph Ellison,",[]
we are just an advanced breed of monkeys on a minor planet of a very average star. but we can understand the universe. that makes us something very special.,Stephen Hawking,[]
"you here to finish me off, sweetheart?","Suzanne Collins,",[]
look after my heart - i've left it with you.,"Stephenie Meyer,",[]
growing apart doesn't change the fact that for a long time we grew side by side; our roots will always be tangled. i'm glad for that.,"Ally Condie,",[]
"if you ever find yourself in the wrong story, leave.","Mo Willems,",[]
"the purpose of life is not to be happy. it is to be useful, to be honorable, to be compassionate, to have it make some difference that you have lived and lived well.",Ralph Waldo Emerson,[]
"if you want to be a writer, you must do two things above all others: read a lot and write a lot.",Stephen King,[]
"i can shake off everything as i write; my sorrows disappear, my courage is reborn.",Anne Frank,[]
"success is getting what you want, happiness is wanting what you get",W. P. Kinsella,[]
many a book is like a key to unknown chambers within the castle of oneâ€™s own self.,Franz Kafka,[]
"don't bend; don't water it down; don't try to make it logical; don't edit your own soul according to the fashion. rather, follow your most intense obsessions mercilessly.",Franz Kafka,[]
"suffering has been stronger than all other teaching, and has taught me to understand what your heart used to be. i have been bent and broken, but - i hope - into a better shape.","Charles Dickens,",[]
"the most beautiful things in the world cannot be seen or touched, they are felt with the heart.","Antoine de Saint-ExupÃ©ry,",[]
"the meek may inherit the earth, but at the moment it belongs to the conceited. like me.","Cassandra Clare,",[]
if you do not tell the truth about yourself you cannot tell it about other people.,Virginia Woolf,[]
"books should go where they will be most appreciated, and not sit unread, gathering dust on a forgotten shelf, don't you agree?",Christopher Paolini,[]
"love is an untamed force. when we try to control it, it destroys us. when we try to imprison it, it enslaves us. when we try to understand it, it leaves us feeling lost and confused.",Paulo Coelho,[]
"when we are tired, we are attacked by ideas we conquered long ago.",Friedrich Nietzsche,[]
"so it's you and a syringe against the capitol? see, this is why no one lets you make the plans.","Suzanne Collins,",[]
"words are pale shadows of forgotten names. as names have power, words have power. words can light fires in the minds of men. words can wring tears from the hardest hearts.","Patrick Rothfuss,",[]
be brave to stand for what you believe in even if you stand alone.,"Roy T. Bennett,",[]
"if you want to tell people the truth, make them laugh, otherwise they'll kill you.",George Bernard Shaw,[]
"have you ever noticed that anybody driving slower than you is an idiot, and anyone going faster than you is a maniac?",George Carlin,[]
"if i got rid of my demons, iâ€™d lose my angels.","Tennessee Williams,",[]
don't feel sorry for yourself. only assholes do that.,"Haruki Murakami,",[]
the only way to get through life is to laugh your way through it. you either have to laugh or cry. i prefer to laugh. crying gives me a headache.,Marjorie Pay Hinckley,[]
"how do you spell 'love'?"" - piglet""you don't spell it...you feel it."" - pooh",A.A. Milne,[]
"life, he realize, was much like a song. in the beginning there is mystery, in the end there is confirmation, but it's in the middle where all the emotion resides to make the whole thing worthwhile.","Nicholas Sparks,",[]
"i wasn't actually in love, but i felt a sort of tender curiosity.","F. Scott Fitzgerald,",[]
"everything can be taken from a man but one thing: the last of the human freedomsâ€”to choose oneâ€™s attitude in any given set of circumstances, to choose oneâ€™s own way.","Viktor E. Frankl,",[]
education is the ability to listen to almost anything without losing your temper or your self-confidence.,Robert Frost,[]
you can't measure the mutual affection of two human beings by the number of words they exchange.,Milan Kundera,[]
"you couldn't relive your life, skipping the awful parts, without losing what made it worthwhile. you had to accept it as a whole--like the world, or the person you loved.","Stewart O'Nan,",[]
"â€žlife is a shipwreck, but we must not forget to sing in the lifeboats.",Voltaire,[]
happiness [is] only real when shared,"Jon Krakauer,",[]
"there are three rules for writing a novel. unfortunately, no one knows what they are.",W. Somerset Maugham,[]
that it will never come again is what makes life so sweet.,Emily Dickinson,[]
people demand freedom of speech as a compensation for the freedom of thought which they seldom use.,SÃ¸ren Kierkegaard,[]
it's been my experience that you can nearly always enjoy things if you make up your mind firmly that you will.,"Lucy Maud Montgomery,",[]
no woman really wants a man to carry her off; she only wants him to want to do it.,Elizabeth Peters,[]
every great love starts with a great story...,"Nicholas Sparks,",[]
"but i don't want comfort. i want god, i want poetry, i want real danger, i want freedom, i want goodness. i want sin.","Aldous Huxley,",[]
time is an illusion. lunchtime doubly so.,"Douglas Adams,",[]
"hello babies. welcome to earth. it's hot in the summer and cold in the winter. it's round and wet and crowded. on the outside, babies, you've got a hundred years here. there's only one rule that i know of, babies-""god damn it, you've got to be kind.",Kurt Vonnegut,[]
he thinks he'll be remembered as the villain in the story. but i forgot to tell him that the villain is usually the person who locks up the maiden and throws away the key. he was the one who let me out.,"Sarah J. Maas,",[]
there is no mistaking a real book when one meets it. it is like falling in love.,"Christopher Morley,",[]
"when we are no longer able to change a situation, we are challenged to change ourselves.","Viktor E. Frankl,",[]
the past has no power over the present moment.,Eckhart Tolle,[]
every man i meet wants to protect me. i can't figure out what from.,Mae West,[]
"in politics, if you want anything said, ask a man. if you want anything done, ask a woman.",Margaret Thatcher,[]
it's a lot easier to be lost than found. it's the reason we're always searching and rarely discovered--so many locks not enough keys.,"Sarah Dessen,",[]
reading furnishes the mind only with materials of knowledge; it is thinking that makes what we read ours.,John Locke,[]
"maybe...you'll fall in love with me all over again.""""hell,"" i said, ""i love you enough now. what do you want to do? ruin me?""""yes. i want to ruin you.""""good,"" i said. ""that's what i want too.","Ernest Hemingway,",[]
you never know what worse luck your bad luck has saved you from.,"Cormac McCarthy,",[]
"knock, and he'll open the doorvanish, and he'll make you shine like the sunfall, and he'll raise you to the heavensbecome nothing, and he'll turn you into everything.",Jalal Ad-Din Rumi,[]
don't waste your time with explanations: people only hear what they want to hear.,Paulo Coelho,[]
i'm not young enough to know everything.,"J.M. Barrie,",[]
it is forbidden to kill; therefore all murderers are punished unless they kill in large numbers and to the sound of trumpets.,Voltaire,[]
"one can never have enough socks,"" said dumbledore. ""another christmas has come and gone and i didn't get a single pair. people will insist on giving me books.","J.K. Rowling,",[]
"i nodded, looking at rachel with respect. ""you hit the lord of the titans in the eye with a blue plastic hairbrush.",Rick Riordan,[]
"you can, you should, and if youâ€™re brave enough to start, you will.","Stephen King,",[]
"i came from a real tough neighborhood. once a guy pulled a knife on me. i knew he wasn't a professional, the knife had butter on it.",Rodney Dangerfield,[]
"some people say, â€œnever let them see you cry.â€� i say, if youâ€™re so mad you could just cry, then cry. it terrifies everyone.","Tina Fey,",[]
biology gives you a brain. life turns it into a mind.,"Jeffrey Eugenides,",[]
the heart is an arrow. it demands aim to land true.,"Leigh Bardugo,",[]
"if you treat an individual as he is, he will remain how he is. but if you treat him as if he were what he ought to be and could be, he will become what he ought to be and could be.",Johann Wolfgang von Goethe,[]
literature is the most agreeable way of ignoring life.,"Fernando Pessoa,",[]
"if you ask me what i came to do in this world, i, an artist, will answer you: i am here to live out loud.",Ã‰mile Zola,[]
"though she be but little, she is fierce!","William Shakespeare,",[]
remember to always be yourself. unless you suck.,Joss Whedon,[]
"when it is dark enough, you can see the stars.",Ralph Waldo Emerson,[]
books say: she did this because. life says: she did this. books are where things are explained to you; life is where things aren't. i'm not surprised some people prefer books.,"Julian Barnes,",[]
i regret that it takes a life to learn how to live.,"Jonathan Safran Foer,",[]
all great and precious things are lonely.,"John Steinbeck,",[]
i cannot believe in a god who wants to be praised all the time.,Friedrich Nietzsche,[]
i've got nothing to do today but smile.,Simon and Garfunkel,[]
"a ship is safe in harbor, but that's not what ships are for.",John A. Shedd,[]
if you are a dreamer come inif you are a dreamer a wisher a liara hoper a pray-er a magic-bean-buyerif youre a pretender com sit by my firefor we have some flax golden tales to spincome in! come in!,Shel Silverstein,[]
and then he gives me a smile that just seems so genuinely sweet with just the right touch of shyness that unexpected warmth rushes through me.,"Suzanne Collins,",[]
it's often just enough to be with someone. i don't need to touch them. not even talk. a feeling passes between you both. you're not alone.,Marilyn Monroe,[]
"if you don't know, the thing to do is not to get scared, but to learn.","Ayn Rand,",[]
the pessimist complains about the wind; the optimist expects it to change; the realist adjusts the sails.,William Arthur Ward,[]
"crying is all right in its way while it lasts. but you have to stop sooner or later, and then you still have to decide what to do.","C.S. Lewis,",[]
"i'm not going to wear a red dress,"" she said.""it would look stunning, my lady,"" she called.she spoke to the bubbles gathered on the surface of the water. ""if there's anyone i wish to stun at dinner, i'll hit him in the face.","Kristin Cashore,",[]
"these violent delights have violent endsand in their triump die, like fire and powderwhich, as they kiss, consume","William Shakespeare,",[]
what is that you express in your eyes? it seems to me more than all the print i have read in my life.,Walt Whitman,[]
"she read books as one would breathe air, to fill up and live.","Annie Dillard,",[]
failure is the condiment that gives success its flavor.,Truman Capote,[]
"what if it lines up like it did in the trojan war ... athena versus poseidon?""""i don't know. but i just know that i'll be fighting next to you.""""why?""""because you're my friend, seaweed brain. any more stupid questions?","Rick Riordan,",[]
letting go doesn't mean that you don't care about someone anymore. it's just realizing that the only person you really have control over is yourself.,"Deborah Reber,",[]
"i stood still, vision blurring, and in that moment, i heard my heart break. it was a small, clean sound, like the snapping of a flower's stem.","Diana Gabaldon,",[]
clothes make the man. naked people have little or no influence on society.,Mark Twain,[]
we must be willing to let go of the life we planned so as to have the life that is waiting for us.,Joseph Campbell,[]
it is my belief... that the truth is generally preferable to lies.,"J.K. Rowling,",[]
"any fool knows men and women think differently at times, but the biggest difference is this. men forget, but never forgive; women forgive, but never forget.",Robert Jordan,[]
i cannot sleep unless i am surrounded by books.,Jorge Luis Borges,[]
dogs never bite me. just humans.,Marilyn Monroe,[]
life is a series of natural and spontaneous changes. don't resist them; that only creates sorrow. let reality be reality. let things flow naturally forward in whatever way they like.,Lao Tzu,[]
rivers know this: there is no hurry. we shall get there some day.,"A.A. Milne,",[]
i'm so glad i live in a world where there are octobers.,"L. M. Montgomery,",[]
the most common way people give up their power is by thinking they don't have any.,Alice Walker,[]
all the secrets of the world are contained in books. read at your own risk.,Lemony Snicket,[]
better to be strong than pretty and useless.,"Lilith Saintcrow,",[]
i realize only one person will be damaged beyond repair if peeta dies. me.,"Suzanne Collins,",[]
"cowards die many times before their deaths; the valiant never taste of death but once. of all the wonders that i yet have heard, it seems to me most strange that men should fear; seeing that death, a necessary end, will come when it will come.","William Shakespeare,",[]
"when i am with you, we stay up all night.when you're not here, i can't go to sleep.praise god for those two insomnias!and the difference between them.",Rumi,[]
"be with me always - take any form - drive me mad! only do not leave me in this abyss, where i cannot find you! oh, god! it is unutterable! i can not live without my life! i can not live without my soul!","Emily BrontÃ«,",[]
you can't depend on your eyes when your imagination is out of focus.,"Mark Twain,",[]
"a definition not foundin the dictionarynot leaving: an act of trust and love,often deciphered by children","Markus Zusak,",[]
a writer is someone for whom writing is more difficult than it is for other people.,"Thomas Mann,",[]
"sometimes when i'm talking, my words can't keep up with my thoughts. i wonder why we think faster than we speak. probably so we can think twice.",Bill Watterson,[]
"was it hard?"" i ask.letting go?""not as hard as holding on to something that wasn't real.",Lisa Schroeder,[]
people can lose their lives in libraries. they ought to be warned.,Saul Bellow,[]
"great things happen to those who don't stop believing, trying, learning, and being grateful.","Roy T. Bennett,",[]
the reasonable man adapts himself to the world: the unreasonable one persists in trying to adapt the world to himself. therefore all progress depends on the unreasonable man.,"George Bernard Shaw,",[]
"you will find that it is necessary to let things go; simply for the reason that they are heavy. so let them go, let go of them. i tie no weights to my ankles.",C. JoyBell C.,[]
"from the moment i picked up your book until i put it down, i was convulsed with laughter. some day i intend reading it.",Groucho Marx,[]
tears shed for another person are not a sign of weakness. they are a sign of a pure heart.,"JosÃ© N. Harris,",[]
"children must be taught how to think, not what to think.",Margaret Mead,[]
there is no exquisite beautyâ€¦ without some strangeness in the proportion.,Edgar Allan Poe,[]
"of all the trees we could've hit, we had to get one that hits back.","J.K. Rowling,",[]
"everyone is a moon, and has a dark side which he never shows to anybody.",Mark Twain,[]
i think there's just one kind of folks. folks.,"Harper Lee,",[]
the one thing we can never get enough of is love. and the one thing we never give enough of is love.,Henry Miller,[]
maybe everyone can live beyond what they're capable of.,"Markus Zusak,",[]
do not fear failure but rather fear not trying.,"Roy T. Bennett,",[]
a common mistake that people make when trying to design something completely foolproof is to underestimate the ingenuity of complete fools.,"Douglas Adams,",[]
"a learning experience is one of those things that says, 'you know that thing you just did? don't do that.","Douglas Adams,",[]
"stay gold, ponyboy. stay gold . . .â€� the pillow seemed to sink a little, and johnny died.","S.E. Hinton,",[]
never lose hope. storms make people stronger and never last forever.,"Roy T. Bennett,",[]
i shut my eyes and all the world drops dead; i lift my eyes and all is born again.,"Sylvia Plath,",[]
the capacity for friendship is god's way of apologizing for our families.,"Jay McInerney,",[]
if you pick up a starving dog and make him prosperous he will not bite you. this is the principal difference between a dog and man.,Mark Twain,[]
"i'm tough, i'm ambitious, and i know exactly what i want. if that makes me a bitch, okay.",Madonna,[]
you realize that our mistrust of the future makes it hard to give up the past.,"Chuck Palahniuk,",[]
the clearest way into the universe is through a forest wilderness.,John Muir,[]
have no fear of perfection - you'll never reach it.,Salvador Dali,[]
"he stepped down, trying not to look long at her, as if she were the sun, yet he saw her, like the sun, even without looking.","Leo Tolstoy,",[]
"you wanna fly, you got to give up the shit that weighs you down.","Toni Morrison,",[]
"even if you are on the right track, youâ€™ll get run over if you just sit there.",Will Rogers,[]
"don't gain the world & lose your soul, wisdom is better than silver or gold.",Bob Marley,[]
"when people don't express themselves, they die one piece at a time.","Laurie Halse Anderson,",[]
a good traveler has no fixed plans and is not intent on arriving.,Lao Tzu,[]
it's amazing how a little tomorrow can make up for a whole lot of yesterday.,"John Guare,",[]
great minds are always feared by lesser minds.,"Dan Brown,",[]
"i loved you like a man loves a woman he never touches, only writes to, keeps little photographs of.","Charles Bukowski,",[]
